student_id,semester,branch,attendance_percentage,study_hours_per_week,assignment_completion_percentage,previous_sgpa,previous_cgpa,backlog_count,current_failed_courses,low_performance_course_count,performance_trend,INDEPENDENT_RISK_LABEL
2221,1,CSE,77.6,17.48,78.08,,,1,1,1,STABLE,MEDIUM
2221,2,CSE,71.54,10.57,58.45,7.18,7.18,1,0,0,STABLE,MEDIUM
2221,3,CSE,72.72,16.41,75.93,7.0,7.08,1,0,0,IMPROVING,MEDIUM
2221,4,CSE,95.18,6.97,77.54,8.0,7.36,1,0,0,DECLINING,LOW
2221,5,CSE,67.64,18.17,83.58,6.8,7.2,1,0,0,STABLE,MEDIUM
2221,6,CSE,63.33,17.1,66.51,6.71,7.09,1,0,0,IMPROVING,MEDIUM
2221,7,CSE,73.14,14.89,61.48,7.79,7.22,1,0,0,DECLINING,MEDIUM
2221,8,CSE,63.28,12.24,96.26,7.38,7.23,1,0,2,DECLINING,HIGH
2222,1,ME,60.88,20.67,88.62,,,0,0,0,STABLE,MEDIUM
2222,2,ME,62.64,16.49,100.0,7.33,7.33,0,0,0,IMPROVING,MEDIUM
2222,3,ME,72.41,23.67,90.56,7.86,7.59,0,0,0,DECLINING,MEDIUM
2222,4,ME,55.06,22.05,77.56,7.42,7.54,0,0,1,STABLE,HIGH
2222,5,ME,68.38,21.16,97.51,7.2,7.45,0,0,2,DECLINING,HIGH
2222,6,ME,61.49,15.85,92.45,6.27,7.25,0,0,1,STABLE,MEDIUM
2222,7,ME,62.52,21.87,87.44,6.5,7.12,0,0,2,STABLE,MEDIUM
2222,8,ME,84.73,26.76,91.33,6.8,7.09,0,0,0,IMPROVING,LOW
2223,1,EEE,87.53,17.46,97.16,,,0,0,1,STABLE,LOW
2223,2,EEE,81.07,26.11,82.84,7.85,7.85,0,0,0,IMPROVING,LOW
2223,3,EEE,93.27,18.87,100.0,8.29,8.07,0,0,0,STABLE,LOW
2223,4,EEE,88.84,20.24,95.8,8.08,8.07,0,0,1,DECLINING,LOW
2223,5,EEE,79.16,16.79,89.9,7.36,7.92,0,0,1,IMPROVING,LOW
2223,6,EEE,78.91,15.49,100.0,7.69,7.88,1,1,1,DECLINING,MEDIUM
2223,7,EEE,87.76,18.85,89.76,6.31,7.61,1,0,0,IMPROVING,LOW
2223,8,EEE,86.46,20.58,77.38,7.75,7.63,1,0,0,STABLE,MEDIUM
2224,1,ME,96.3,33.67,96.16,,,0,0,0,STABLE,LOW
2224,2,ME,89.48,25.35,92.98,10.0,10.0,0,0,0,DECLINING,LOW
2224,3,ME,89.09,24.9,100.0,8.79,9.41,0,0,0,IMPROVING,LOW
2224,4,ME,85.01,29.56,100.0,9.75,9.51,0,0,0,STABLE,LOW
2224,5,ME,77.4,23.7,100.0,10.0,9.64,0,0,0,STABLE,LOW
2224,6,ME,83.84,24.27,100.0,10.0,9.7,0,0,0,DECLINING,LOW
2224,7,ME,79.43,33.01,100.0,8.79,9.54,0,0,0,IMPROVING,LOW
2224,8,ME,90.79,20.28,100.0,9.4,9.53,0,0,0,IMPROVING,LOW
2225,1,ME,90.87,11.35,69.34,,,0,0,0,STABLE,LOW
2225,2,ME,89.93,12.52,85.45,9.2,9.2,0,0,0,DECLINING,LOW
2225,3,ME,83.01,6.14,80.62,8.79,9.0,0,0,0,STABLE,LOW
2225,4,ME,91.02,15.15,72.52,8.75,8.93,0,0,0,STABLE,LOW
2225,5,ME,83.58,7.8,83.78,8.8,8.89,0,0,0,DECLINING,LOW
2225,6,ME,77.95,13.08,71.14,8.0,8.75,0,0,0,STABLE,MEDIUM
2225,7,ME,88.86,8.69,74.89,8.0,8.62,0,0,0,IMPROVING,MEDIUM
2225,8,ME,82.76,18.19,72.85,8.3,8.58,0,0,0,STABLE,LOW
2226,1,EEE,69.23,11.45,60.38,,,0,0,0,STABLE,MEDIUM
2226,2,EEE,60.73,14.58,67.41,8.46,8.46,0,0,0,IMPROVING,LOW
2226,3,EEE,52.94,12.63,71.72,9.0,8.74,0,0,0,STABLE,LOW
2226,4,EEE,78.13,10.44,70.4,9.15,8.88,0,0,0,DECLINING,LOW
2226,5,EEE,71.28,5.87,70.88,8.73,8.84,0,0,0,DECLINING,MEDIUM
2226,6,EEE,69.84,14.25,69.98,8.31,8.73,0,0,0,IMPROVING,LOW
2226,7,EEE,81.29,15.39,60.27,9.15,8.81,0,0,0,STABLE,LOW
2226,8,EEE,75.93,6.45,69.67,9.0,8.83,0,0,0,STABLE,LOW
2227,1,EEE,95.43,20.85,100.0,,,0,0,0,STABLE,LOW
2227,2,EEE,90.6,27.78,96.21,8.62,8.62,0,0,0,STABLE,LOW
2227,3,EEE,82.2,17.69,91.29,8.36,8.48,0,0,0,DECLINING,LOW
2227,4,EEE,90.38,17.89,95.69,7.85,8.28,0,0,0,DECLINING,LOW
2227,5,EEE,76.56,19.22,78.75,7.45,8.1,0,0,2,DECLINING,MEDIUM
2227,6,EEE,87.76,27.16,76.42,6.92,7.86,0,0,0,IMPROVING,LOW
2227,7,EEE,93.8,22.64,87.16,7.85,7.86,0,0,0,IMPROVING,LOW
2227,8,EEE,92.05,23.62,91.08,8.33,7.92,0,0,0,STABLE,LOW
2228,1,ECE,42.27,24.15,84.75,,,0,0,0,STABLE,HIGH
2228,2,ECE,61.39,25.81,100.0,7.5,7.5,0,0,0,IMPROVING,LOW
2228,3,ECE,50.12,27.41,100.0,9.36,8.5,0,0,0,IMPROVING,LOW
2228,4,ECE,50.03,26.57,82.31,9.67,8.8,0,0,0,DECLINING,MEDIUM
2228,5,ECE,67.93,22.88,89.83,8.25,8.66,0,0,0,STABLE,LOW
2228,6,ECE,63.33,30.9,85.47,8.14,8.54,0,0,0,IMPROVING,LOW
2228,7,ECE,57.19,28.63,92.05,8.64,8.56,0,0,0,IMPROVING,LOW
2228,8,ECE,49.85,21.89,100.0,9.33,8.67,0,0,0,DECLINING,MEDIUM
2229,1,ME,69.14,19.59,71.61,,,0,0,2,STABLE,HIGH
2229,2,ME,63.9,17.36,77.16,6.27,6.27,0,0,1,STABLE,HIGH
2229,3,ME,58.81,20.99,61.46,6.43,6.34,0,0,2,DECLINING,HIGH
2229,4,ME,64.18,16.32,74.83,6.0,6.24,0,0,4,STABLE,HIGH
2229,5,ME,63.29,12.42,79.78,6.0,6.18,0,0,1,STABLE,HIGH
2229,6,ME,59.69,14.67,71.48,6.27,6.19,0,0,3,STABLE,MEDIUM
2229,7,ME,65.35,17.55,76.46,6.36,6.22,0,0,0,IMPROVING,LOW
2229,8,ME,79.65,20.75,74.06,7.8,6.4,0,0,0,DECLINING,MEDIUM
2230,1,CSE,66.78,16.01,80.05,,,0,0,0,STABLE,MEDIUM
2230,2,CSE,80.97,15.68,79.53,7.09,7.09,0,0,0,IMPROVING,LOW
2230,3,CSE,74.95,9.79,85.36,7.86,7.52,0,0,1,DECLINING,LOW
2230,4,CSE,86.21,12.57,69.18,7.45,7.5,1,1,1,DECLINING,MEDIUM
2230,5,CSE,80.67,5.11,74.25,5.8,7.0,1,0,0,IMPROVING,MEDIUM
2230,6,CSE,78.75,9.14,77.65,7.21,7.05,1,0,1,STABLE,MEDIUM
2230,7,CSE,77.33,16.54,70.76,7.21,7.08,1,0,1,STABLE,MEDIUM
2230,8,CSE,86.88,11.41,64.89,7.38,7.1,1,0,0,IMPROVING,MEDIUM
2231,1,CE,62.98,21.82,84.84,,,0,0,0,STABLE,LOW
2231,2,CE,71.81,15.61,88.12,8.6,8.6,0,0,0,DECLINING,MEDIUM
2231,3,CE,70.79,14.13,71.82,8.0,8.3,0,0,1,DECLINING,MEDIUM
2231,4,CE,79.55,20.97,71.36,7.5,8.07,0,0,0,IMPROVING,LOW
2231,5,CE,77.55,14.16,90.76,8.36,8.13,0,0,0,IMPROVING,LOW
2231,6,CE,64.69,21.02,92.5,8.75,8.25,0,0,1,DECLINING,LOW
2231,7,CE,69.86,22.02,100.0,8.29,8.25,0,0,0,DECLINING,MEDIUM
2231,8,CE,74.74,16.13,100.0,7.67,8.19,0,0,1,STABLE,MEDIUM
2232,1,CSE,64.92,20.15,72.37,,,0,0,2,STABLE,MEDIUM
2232,2,CSE,54.4,11.35,69.31,6.55,6.55,0,0,1,IMPROVING,MEDIUM
2232,3,CSE,54.69,9.95,72.27,6.93,6.76,0,0,1,IMPROVING,MEDIUM
2232,4,CSE,61.0,15.65,68.57,7.27,6.92,0,0,1,STABLE,MEDIUM
2232,5,CSE,64.35,17.94,65.51,7.4,7.06,0,0,0,DECLINING,MEDIUM
2232,6,CSE,48.94,15.47,69.95,7.07,7.06,0,0,0,IMPROVING,LOW
2232,7,CSE,57.0,15.37,57.39,7.79,7.19,0,0,1,DECLINING,HIGH
2232,8,CSE,51.72,17.21,65.35,6.62,7.14,0,0,1,STABLE,MEDIUM
2233,1,ECE,73.33,5.48,63.16,,,0,0,0,STABLE,MEDIUM
2233,2,ECE,80.03,7.35,63.54,7.75,7.75,0,0,0,IMPROVING,LOW
2233,3,ECE,61.07,10.93,56.3,9.14,8.5,0,0,1,DECLINING,MEDIUM
2233,4,ECE,61.09,16.8,71.96,6.89,8.09,0,0,0,IMPROVING,LOW
2233,5,ECE,57.93,9.51,66.43,8.75,8.26,0,0,0,DECLINING,MEDIUM
2233,6,ECE,66.57,9.4,57.09,8.0,8.2,0,0,0,IMPROVING,MEDIUM
2233,7,ECE,69.56,4.95,66.3,8.45,8.24,0,0,0,IMPROVING,LOW
2233,8,ECE,72.79,11.59,61.09,8.83,8.32,0,0,0,DECLINING,MEDIUM
2234,1,ECE,79.41,8.91,97.11,,,0,0,0,STABLE,MEDIUM
2234,2,ECE,73.73,18.55,87.84,7.0,7.0,0,0,0,IMPROVING,LOW
2234,3,ECE,67.56,17.95,88.39,8.29,7.69,0,0,1,DECLINING,MEDIUM
2234,4,ECE,74.77,14.91,81.1,6.67,7.43,0,0,1,IMPROVING,MEDIUM
2234,5,ECE,74.0,17.25,86.42,7.0,7.32,0,0,0,IMPROVING,MEDIUM
2234,6,ECE,90.25,8.56,77.13,7.93,7.46,0,0,0,DECLINING,MEDIUM
2234,7,ECE,81.2,15.82,89.28,7.18,7.42,0,0,0,IMPROVING,LOW
2234,8,ECE,78.71,14.94,87.21,8.33,7.55,0,0,1,DECLINING,LOW
2235,1,CSE,70.02,5.11,62.94,,,0,0,0,STABLE,LOW
2235,2,CSE,73.75,16.91,60.2,9.73,9.73,0,0,1,DECLINING,LOW
2235,3,CSE,76.56,8.51,62.39,8.93,9.28,0,0,0,IMPROVING,LOW
2235,4,CSE,71.5,9.01,71.43,9.45,9.33,0,0,0,STABLE,LOW
2235,5,CSE,75.87,16.0,74.93,9.6,9.41,0,0,0,IMPROVING,LOW
2235,6,CSE,64.39,10.09,54.52,10.0,9.54,0,0,0,DECLINING,LOW
2235,7,CSE,68.37,3.6,57.59,8.79,9.41,0,0,0,IMPROVING,LOW
2235,8,CSE,73.64,10.02,64.23,10.0,9.46,0,0,0,DECLINING,LOW
2236,1,ME,81.51,39.03,100.0,,,0,0,0,STABLE,LOW
2236,2,ME,80.39,28.04,100.0,7.53,7.53,0,0,0,IMPROVING,MEDIUM
2236,3,ME,83.74,34.2,100.0,8.0,7.76,0,0,0,DECLINING,LOW
2236,4,ME,85.98,35.92,100.0,7.33,7.63,0,0,1,STABLE,MEDIUM
2236,5,ME,80.61,28.35,100.0,7.2,7.52,1,1,1,DECLINING,HIGH
2236,6,ME,84.72,39.42,100.0,5.55,7.19,1,0,0,IMPROVING,MEDIUM
2236,7,ME,79.2,32.34,100.0,7.64,7.27,1,0,0,IMPROVING,MEDIUM
2236,8,ME,80.33,35.56,100.0,8.3,7.38,1,0,0,DECLINING,MEDIUM
2237,1,CSE,62.17,13.1,73.86,,,0,0,0,STABLE,LOW
2237,2,CSE,57.47,14.79,82.52,10.0,10.0,0,0,0,DECLINING,LOW
2237,3,CSE,68.37,16.69,85.51,9.36,9.64,0,0,0,IMPROVING,LOW
2237,4,CSE,82.57,22.3,91.16,10.0,9.75,0,0,0,STABLE,LOW
2237,5,CSE,66.4,18.7,80.69,10.0,9.82,0,0,0,STABLE,LOW
2237,6,CSE,65.51,16.94,84.52,9.79,9.82,0,0,0,STABLE,LOW
2237,7,CSE,72.85,17.6,89.4,10.0,9.85,0,0,0,STABLE,LOW
2237,8,CSE,65.89,17.96,88.14,10.0,9.86,0,0,0,STABLE,LOW
2238,1,CSE,68.54,16.77,75.17,,,0,0,0,STABLE,MEDIUM
2238,2,CSE,75.35,9.51,70.37,7.09,7.09,0,0,2,DECLINING,MEDIUM
2238,3,CSE,74.71,9.84,66.12,6.43,6.72,0,0,1,STABLE,MEDIUM
2238,4,CSE,63.9,11.29,83.05,6.64,6.69,0,0,3,DECLINING,MEDIUM
2238,5,CSE,74.9,9.26,73.55,6.2,6.55,0,0,2,IMPROVING,MEDIUM
2238,6,CSE,74.98,17.7,85.37,7.14,6.68,0,0,1,DECLINING,MEDIUM
2238,7,CSE,79.15,9.62,61.89,6.79,6.7,0,0,2,DECLINING,MEDIUM
2238,8,CSE,76.87,9.61,58.67,6.12,6.64,0,0,1,IMPROVING,MEDIUM
2239,1,ECE,76.67,25.38,86.35,,,0,0,1,STABLE,MEDIUM
2239,2,ECE,88.87,15.09,92.89,6.75,6.75,0,0,0,STABLE,LOW
2239,3,ECE,73.7,20.41,87.97,7.0,6.88,0,0,1,STABLE,MEDIUM
2239,4,ECE,71.53,15.61,91.68,7.11,6.94,0,0,0,STABLE,MEDIUM
2239,5,ECE,73.8,15.28,74.6,7.0,6.96,0,0,0,STABLE,MEDIUM
2239,6,ECE,85.36,18.53,86.72,6.86,6.93,0,0,0,STABLE,LOW
2239,7,ECE,67.19,15.15,81.77,7.09,6.96,1,1,3,DECLINING,HIGH
2239,8,ECE,88.01,15.56,85.17,4.58,6.62,1,0,0,IMPROVING,MEDIUM
2240,1,ECE,76.1,28.1,100.0,,,0,0,1,STABLE,LOW
2240,2,ECE,66.29,22.46,89.72,7.25,7.25,0,0,0,IMPROVING,MEDIUM
2240,3,ECE,75.11,17.28,100.0,7.71,7.5,0,0,0,STABLE,MEDIUM
2240,4,ECE,75.61,21.26,87.8,7.78,7.57,0,0,1,STABLE,MEDIUM
2240,5,ECE,77.79,26.93,100.0,7.75,7.62,0,0,0,STABLE,LOW
2240,6,ECE,57.1,13.2,87.36,7.86,7.67,0,0,1,DECLINING,HIGH
2240,7,ECE,66.84,16.93,73.93,6.45,7.49,0,0,0,IMPROVING,MEDIUM
2240,8,ECE,70.01,19.04,96.32,7.17,7.44,0,0,0,IMPROVING,MEDIUM
2241,1,CSE,62.15,27.99,84.1,,,1,1,4,STABLE,HIGH
2241,2,CSE,68.02,20.78,84.73,4.18,4.18,2,1,4,IMPROVING,HIGH
2241,3,CSE,61.4,23.99,88.17,5.0,4.64,2,0,2,IMPROVING,HIGH
2241,4,CSE,58.06,17.38,87.53,6.27,5.14,4,2,5,DECLINING,HIGH
2241,5,CSE,54.57,25.23,80.86,3.2,4.57,6,2,3,IMPROVING,HIGH
2241,6,CSE,69.06,22.37,84.04,3.64,4.37,9,3,5,DECLINING,HIGH
2241,7,CSE,62.67,26.93,87.9,1.93,3.94,10,1,3,IMPROVING,HIGH
2241,8,CSE,67.38,21.24,85.89,5.88,4.11,13,3,5,DECLINING,HIGH
2242,3,ECE,59.14,12.2,75.75,,,0,0,1,STABLE,MEDIUM
2242,4,ECE,62.84,14.19,85.6,7.22,7.22,0,0,0,DECLINING,MEDIUM
2242,5,ECE,54.66,18.75,84.42,6.5,6.81,0,0,2,DECLINING,MEDIUM
2242,6,ECE,50.9,17.99,77.81,6.07,6.51,0,0,0,IMPROVING,MEDIUM
2242,7,ECE,50.62,18.73,68.59,7.27,6.7,0,0,0,STABLE,HIGH
2242,8,ECE,59.02,28.08,76.78,7.5,6.86,0,0,1,DECLINING,MEDIUM
2243,1,ECE,83.76,19.59,81.02,,,0,0,0,STABLE,MEDIUM
2243,2,ECE,95.51,19.98,89.52,7.25,7.25,0,0,0,IMPROVING,LOW
2243,3,ECE,67.89,16.3,78.91,9.43,8.42,0,0,0,DECLINING,LOW
2243,4,ECE,89.32,16.71,90.82,7.78,8.26,0,0,0,IMPROVING,LOW
2243,5,ECE,76.79,10.01,85.2,9.25,8.51,0,0,1,DECLINING,MEDIUM
2243,6,ECE,83.56,17.16,90.99,7.5,8.28,1,1,1,DECLINING,MEDIUM
2243,7,ECE,70.91,15.07,81.38,6.36,7.99,1,0,0,IMPROVING,LOW
2243,8,ECE,78.62,21.78,94.31,8.75,8.1,1,0,0,STABLE,LOW
2244,1,ME,73.17,5.87,62.9,,,0,0,0,STABLE,LOW
2244,2,ME,79.75,3.95,67.02,10.0,10.0,0,0,0,STABLE,LOW
2244,3,ME,68.17,9.33,42.13,10.0,10.0,0,0,0,STABLE,LOW
2244,4,ME,65.09,8.66,45.0,10.0,10.0,0,0,0,STABLE,LOW
2244,5,ME,75.27,10.27,60.69,10.0,10.0,0,0,0,DECLINING,LOW
2244,6,ME,75.68,8.23,55.94,9.45,9.91,0,0,0,IMPROVING,LOW
2244,7,ME,77.42,2.0,55.41,10.0,9.93,0,0,0,STABLE,LOW
2244,8,ME,75.57,6.28,59.37,10.0,9.93,0,0,0,STABLE,LOW
2245,1,ME,76.31,18.32,100.0,,,0,0,0,STABLE,LOW
2245,2,ME,80.11,20.24,99.76,9.8,9.8,0,0,0,STABLE,LOW
2245,3,ME,83.74,11.99,91.05,10.0,9.9,0,0,0,STABLE,LOW
2245,4,ME,77.26,18.8,91.45,10.0,9.93,0,0,0,STABLE,LOW
2245,5,ME,82.18,13.57,90.45,10.0,9.95,0,0,0,STABLE,LOW
2245,6,ME,87.29,24.34,84.84,9.73,9.91,0,0,0,STABLE,LOW
2245,7,ME,87.24,15.62,90.24,10.0,9.93,0,0,0,STABLE,LOW
2245,8,ME,77.23,22.85,77.47,10.0,9.93,0,0,0,STABLE,LOW
2246,1,CE,50.17,22.03,91.75,,,0,0,0,STABLE,LOW
2246,2,CE,62.52,25.6,91.56,9.0,9.0,0,0,0,IMPROVING,LOW
2246,3,CE,59.2,22.09,94.39,9.4,9.2,0,0,0,STABLE,LOW
2246,4,CE,69.27,20.27,91.1,9.5,9.29,0,0,0,DECLINING,LOW
2246,5,CE,71.1,21.62,97.8,9.18,9.26,0,0,0,IMPROVING,LOW
2246,6,CE,68.06,23.81,86.88,9.75,9.35,0,0,0,STABLE,LOW
2246,7,CE,61.37,23.3,84.11,9.57,9.39,0,0,0,STABLE,LOW
2246,8,CE,62.09,12.2,91.72,9.67,9.42,0,0,0,DECLINING,LOW
2247,1,ECE,92.88,12.28,93.13,,,0,0,0,STABLE,LOW
2247,2,ECE,90.31,19.54,76.98,9.25,9.25,0,0,0,STABLE,LOW
2247,3,ECE,100.0,16.76,72.77,9.36,9.31,0,0,0,DECLINING,LOW
2247,4,ECE,92.51,9.6,91.62,9.0,9.23,0,0,0,STABLE,LOW
2247,5,ECE,99.45,9.74,75.93,9.0,9.17,0,0,0,STABLE,LOW
2247,6,ECE,74.46,19.33,90.16,8.93,9.11,0,0,0,IMPROVING,LOW
2247,7,ECE,81.01,17.96,76.66,9.82,9.22,0,0,0,DECLINING,LOW
2247,8,ECE,100.0,18.26,100.0,9.42,9.25,0,0,0,STABLE,LOW
2248,1,ME,67.75,7.93,76.37,,,0,0,0,STABLE,LOW
2248,2,ME,83.05,12.66,71.73,9.07,9.07,0,0,0,STABLE,LOW
2248,3,ME,80.15,5.7,61.91,9.07,9.07,0,0,0,STABLE,LOW
2248,4,ME,86.85,8.54,69.36,9.33,9.15,0,0,0,DECLINING,LOW
2248,5,ME,79.02,12.4,70.35,7.8,8.79,0,0,0,IMPROVING,LOW
2248,6,ME,78.94,11.3,89.09,9.0,8.82,0,0,0,DECLINING,LOW
2248,7,ME,80.6,16.52,77.09,8.43,8.75,0,0,0,IMPROVING,LOW
2248,8,ME,68.04,16.94,78.75,8.8,8.76,0,0,0,STABLE,LOW
2249,1,EEE,81.16,24.95,97.9,,,0,0,0,STABLE,LOW
2249,2,EEE,83.23,20.44,98.75,10.0,10.0,0,0,0,DECLINING,LOW
2249,3,EEE,96.44,23.43,100.0,9.64,9.81,0,0,0,STABLE,LOW
2249,4,EEE,93.46,13.13,100.0,9.54,9.72,0,0,0,IMPROVING,LOW
2249,5,EEE,81.55,28.83,100.0,10.0,9.78,0,0,0,STABLE,LOW
2249,6,EEE,93.23,21.58,100.0,10.0,9.83,0,0,0,DECLINING,LOW
2249,7,EEE,90.53,23.61,92.58,9.38,9.75,0,0,0,STABLE,LOW
2249,8,EEE,90.04,25.31,89.36,9.25,9.69,0,0,0,STABLE,LOW
2250,1,CSE,76.84,18.38,84.85,,,3,3,5,STABLE,HIGH
2250,2,CSE,73.27,14.3,91.6,2.45,2.45,3,0,4,IMPROVING,HIGH
2250,3,CSE,59.19,17.25,92.2,5.5,4.16,5,2,4,DECLINING,HIGH
2250,4,CSE,74.78,18.24,86.91,4.09,4.14,6,1,4,IMPROVING,HIGH
2250,5,CSE,75.62,24.54,75.01,4.6,4.27,6,0,1,IMPROVING,HIGH
2250,6,CSE,74.55,20.35,73.63,6.14,4.68,8,2,5,DECLINING,HIGH
2250,7,CSE,72.24,26.54,95.07,3.07,4.39,9,1,4,IMPROVING,HIGH
2250,8,CSE,67.82,16.32,81.38,5.62,4.51,10,1,2,DECLINING,HIGH
2251,1,ME,71.33,17.61,91.28,,,0,0,0,STABLE,LOW
2251,2,ME,71.98,20.62,88.66,9.8,9.8,0,0,0,STABLE,LOW
2251,3,ME,70.22,19.88,92.6,9.79,9.79,0,0,0,STABLE,LOW
2251,4,ME,73.49,17.11,75.84,9.58,9.73,0,0,0,STABLE,LOW
2251,5,ME,62.67,28.71,76.76,9.8,9.75,0,0,0,STABLE,LOW
2251,6,ME,72.73,18.24,80.25,10.0,9.79,0,0,0,DECLINING,LOW
2251,7,ME,58.81,17.04,89.47,9.57,9.75,0,0,0,DECLINING,LOW
2251,8,ME,57.93,14.81,85.45,9.1,9.68,0,0,0,IMPROVING,LOW
2252,1,EEE,59.78,18.22,72.9,,,0,0,4,STABLE,HIGH
2252,2,EEE,64.78,12.43,71.34,5.54,5.54,0,0,2,IMPROVING,HIGH
2252,3,EEE,67.25,16.86,86.8,6.29,5.93,0,0,1,IMPROVING,MEDIUM
2252,4,EEE,71.37,18.56,83.99,7.08,6.3,1,1,1,DECLINING,HIGH
2252,5,EEE,59.81,14.58,80.86,4.73,5.96,1,0,3,IMPROVING,HIGH
2252,6,EEE,55.3,15.32,76.75,6.31,6.03,1,0,2,IMPROVING,HIGH
2252,7,EEE,62.37,8.48,75.62,6.69,6.14,1,0,2,DECLINING,HIGH
2252,8,EEE,65.76,18.81,81.5,6.33,6.17,1,0,0,IMPROVING,HIGH
2253,1,ECE,82.7,22.36,100.0,,,0,0,1,STABLE,MEDIUM
2253,2,ECE,71.23,29.37,99.87,7.0,7.0,1,1,2,DECLINING,HIGH
2253,3,ECE,75.87,24.82,97.02,4.93,5.88,1,0,0,IMPROVING,MEDIUM
2253,4,ECE,70.55,30.12,100.0,7.44,6.29,2,1,2,DECLINING,HIGH
2253,5,ECE,75.84,21.1,92.64,5.25,6.02,3,1,3,DECLINING,HIGH
2253,6,ECE,82.6,20.35,100.0,4.64,5.7,4,1,2,IMPROVING,HIGH
2253,7,ECE,70.84,25.96,84.64,6.64,5.85,5,1,1,DECLINING,HIGH
2253,8,ECE,76.88,19.94,100.0,5.25,5.76,6,1,2,STABLE,HIGH
2254,1,ME,91.55,15.02,78.24,,,0,0,0,STABLE,LOW
2254,2,ME,95.93,20.04,82.4,8.87,8.87,0,0,0,IMPROVING,LOW
2254,3,ME,87.91,24.12,94.92,9.43,9.14,0,0,0,STABLE,LOW
2254,4,ME,91.62,15.39,76.77,9.17,9.15,0,0,0,DECLINING,LOW
2254,5,ME,79.51,13.38,83.11,8.6,9.0,0,0,0,DECLINING,LOW
2254,6,ME,93.99,13.08,94.67,7.91,8.82,0,0,0,IMPROVING,LOW
2254,7,ME,71.93,10.3,84.81,8.29,8.73,0,0,0,IMPROVING,LOW
2254,8,ME,81.92,18.68,86.05,9.0,8.76,0,0,0,IMPROVING,LOW
2255,1,ECE,62.76,18.78,50.22,,,0,0,1,STABLE,LOW
2255,2,ECE,71.17,14.97,57.01,7.5,7.5,0,0,1,DECLINING,MEDIUM
2255,3,ECE,62.51,22.68,78.28,6.5,6.96,0,0,0,IMPROVING,LOW
2255,4,ECE,74.76,15.44,88.03,8.11,7.26,0,0,0,STABLE,LOW
2255,5,ECE,75.91,16.26,87.74,8.25,7.51,0,0,0,DECLINING,MEDIUM
2255,6,ECE,59.33,18.2,68.79,7.79,7.57,0,0,0,STABLE,MEDIUM
2255,7,ECE,65.76,11.77,81.34,7.64,7.58,0,0,0,STABLE,LOW
2255,8,ECE,74.87,15.21,78.08,7.58,7.58,0,0,0,STABLE,LOW
2256,1,EEE,76.51,12.36,69.15,,,0,0,0,STABLE,MEDIUM
2256,2,EEE,84.78,11.88,74.61,7.54,7.54,0,0,0,DECLINING,MEDIUM
2256,3,EEE,74.54,5.77,86.14,7.21,7.37,1,1,2,DECLINING,HIGH
2256,4,EEE,69.96,9.43,65.8,5.31,6.7,1,0,1,IMPROVING,MEDIUM
2256,5,EEE,74.02,8.45,67.92,7.45,6.86,1,0,1,DECLINING,HIGH
2256,6,EEE,67.87,16.18,74.06,6.54,6.8,2,1,1,DECLINING,HIGH
2256,7,EEE,71.87,11.27,67.28,5.69,6.61,2,0,0,IMPROVING,MEDIUM
2256,8,EEE,66.04,12.89,78.49,7.58,6.74,2,0,0,IMPROVING,MEDIUM
2257,1,ME,47.63,13.71,62.28,,,0,0,0,STABLE,HIGH
2257,2,ME,57.11,9.12,72.8,6.8,6.8,0,0,0,IMPROVING,LOW
2257,3,ME,63.58,18.23,68.02,7.79,7.28,0,0,0,STABLE,MEDIUM
2257,4,ME,55.77,12.07,61.85,7.83,7.44,0,0,0,STABLE,MEDIUM
2257,5,ME,66.58,13.09,73.72,7.6,7.48,0,0,0,IMPROVING,LOW
2257,6,ME,51.62,17.83,80.24,8.0,7.57,0,0,0,STABLE,MEDIUM
2257,7,ME,65.75,11.11,69.44,7.79,7.6,0,0,0,DECLINING,MEDIUM
2257,8,ME,62.19,14.52,71.0,7.2,7.56,0,0,0,IMPROVING,LOW
2258,1,ME,84.67,18.4,87.01,,,0,0,0,STABLE,LOW
2258,2,ME,79.63,12.98,98.59,10.0,10.0,0,0,0,DECLINING,LOW
2258,3,ME,69.83,17.74,92.74,9.64,9.83,0,0,0,IMPROVING,LOW
2258,4,ME,75.93,13.42,92.29,10.0,9.88,0,0,0,DECLINING,LOW
2258,5,ME,68.56,16.24,89.65,9.6,9.8,0,0,0,STABLE,LOW
2258,6,ME,77.21,22.34,86.06,9.73,9.79,0,0,0,STABLE,LOW
2258,7,ME,79.05,15.51,83.11,9.64,9.77,0,0,0,STABLE,LOW
2258,8,ME,83.27,15.96,85.41,9.7,9.76,0,0,0,STABLE,LOW
2259,1,CSE,86.79,21.31,78.27,,,0,0,0,STABLE,LOW
2259,2,CSE,91.79,19.83,78.75,7.82,7.82,0,0,0,DECLINING,LOW
2259,3,CSE,81.63,16.14,89.82,7.5,7.64,0,0,0,DECLINING,MEDIUM
2259,4,CSE,90.94,15.66,87.52,7.18,7.5,0,0,0,STABLE,MEDIUM
2259,5,CSE,83.78,20.2,91.96,7.0,7.35,0,0,0,STABLE,LOW
2259,6,CSE,77.57,21.36,87.79,7.14,7.31,0,0,2,STABLE,MEDIUM
2259,7,CSE,89.25,15.1,83.97,6.93,7.24,0,0,0,IMPROVING,MEDIUM
