student_id,registration_number,semester,academic_year,attendance_percentage,study_hours_per_week,assignments_completed_percentage,class_participation,sgpa,cgpa,previous_sgpa,previous_cgpa,backlog_count,current_failed_courses,low_performance_course_count,performance_trend
1426,REG2020CSE01426,5,2022,78.0,17.73,86.28,73.87,8.79,7.78,6.4,7.23,0,0,0,IMPROVING
1426,REG2020CSE01426,6,2022,80.36,27.3,94.64,46.45,8.36,7.93,8.79,7.78,0,0,0,DECLINING
1426,REG2020CSE01426,7,2023,87.92,15.13,100.0,80.2,7.25,7.84,8.36,7.93,0,0,0,DECLINING
1426,REG2020CSE01426,8,2023,82.93,21.23,85.4,62.08,8.54,7.96,7.25,7.84,0,0,0,IMPROVING
1427,REG2021CE01427,1,2021,62.45,10.9,66.22,52.32,8.47,8.47,,,0,0,0,STABLE
1427,REG2021CE01427,2,2021,65.74,14.31,69.17,83.37,7.67,8.07,8.47,8.47,0,0,0,DECLINING
1427,REG2021CE01427,3,2022,72.49,13.66,70.77,72.77,7.0,7.76,7.67,8.07,0,0,0,DECLINING
1427,REG2021CE01427,4,2022,53.29,11.74,70.34,77.38,6.91,7.58,7.0,7.76,0,0,1,STABLE
1427,REG2021CE01427,5,2023,69.01,11.93,72.47,68.31,8.0,7.66,6.91,7.58,0,0,0,IMPROVING
1427,REG2021CE01427,6,2023,76.53,12.14,65.79,71.89,8.14,7.75,8.0,7.66,0,0,0,STABLE
1427,REG2021CE01427,7,2024,53.5,14.76,67.16,64.28,8.33,7.81,8.14,7.75,0,0,0,STABLE
1427,REG2021CE01427,8,2024,65.02,20.51,79.06,80.05,8.67,7.91,8.33,7.81,0,0,0,IMPROVING
1428,REG2023ECE01428,1,2023,69.73,18.47,72.45,52.8,7.75,7.75,,,0,0,0,STABLE
1428,REG2023ECE01428,2,2023,58.51,6.49,85.64,44.19,8.29,8.04,7.75,7.75,0,0,0,IMPROVING
1428,REG2023ECE01428,3,2024,73.31,13.89,81.92,47.35,7.56,7.91,8.29,8.04,0,0,0,DECLINING
1428,REG2023ECE01428,4,2024,78.66,27.71,89.54,58.42,8.25,8.0,7.56,7.91,0,0,0,IMPROVING
1428,REG2023ECE01428,5,2025,78.94,20.23,85.16,75.49,8.57,8.13,8.25,8.0,0,0,0,IMPROVING
1428,REG2023ECE01428,6,2025,82.9,13.83,77.62,66.96,7.64,8.06,8.57,8.13,0,0,0,DECLINING
1428,REG2023ECE01428,7,2026,90.08,15.26,75.94,54.96,8.08,8.06,7.64,8.06,0,0,0,IMPROVING
1428,REG2023ECE01428,8,2026,67.42,17.78,100.0,73.51,7.08,7.93,8.08,8.06,0,0,1,DECLINING
1429,REG2023CSE01429,1,2023,78.25,20.26,85.68,60.38,7.0,7.0,,,0,0,0,STABLE
1429,REG2023CSE01429,2,2023,74.63,18.17,86.02,73.75,7.57,7.32,7.0,7.0,0,0,0,IMPROVING
1429,REG2023CSE01429,3,2024,67.42,8.26,95.36,51.51,7.0,7.22,7.57,7.32,0,0,1,DECLINING
1429,REG2023CSE01429,4,2024,54.2,7.96,82.91,50.67,6.4,6.98,7.0,7.22,0,0,0,DECLINING
1429,REG2023CSE01429,5,2025,72.43,17.39,71.12,46.37,7.64,7.12,6.4,6.98,0,0,1,IMPROVING
1429,REG2023CSE01429,6,2025,73.9,12.36,88.97,70.89,6.86,7.08,7.64,7.12,0,0,0,DECLINING
1429,REG2023CSE01429,7,2026,82.38,17.32,97.68,76.88,7.12,7.08,6.86,7.08,0,0,1,STABLE
1429,REG2023CSE01429,8,2026,75.33,21.0,80.83,71.51,6.46,7.0,7.12,7.08,1,1,1,DECLINING
1430,REG2023EEE01430,1,2023,84.26,21.77,89.48,80.96,8.46,8.46,,,0,0,1,STABLE
1430,REG2023EEE01430,2,2023,87.34,25.7,90.92,93.99,10.0,9.26,8.46,8.46,0,0,0,IMPROVING
1430,REG2023EEE01430,3,2024,93.32,24.48,99.55,89.0,9.54,9.35,10.0,9.26,0,0,0,DECLINING
1430,REG2023EEE01430,4,2024,92.29,26.03,88.22,80.56,9.82,9.45,9.54,9.35,0,0,0,STABLE
1430,REG2023EEE01430,5,2025,86.06,16.54,92.13,70.44,9.0,9.36,9.82,9.45,0,0,0,DECLINING
1430,REG2023EEE01430,6,2025,79.05,24.86,87.2,80.31,9.38,9.36,9.0,9.36,0,0,0,IMPROVING
1430,REG2023EEE01430,7,2026,90.63,18.96,95.56,95.05,9.25,9.35,9.38,9.36,0,0,0,STABLE
1430,REG2023EEE01430,8,2026,90.78,18.07,81.54,71.74,9.6,9.38,9.25,9.35,0,0,0,IMPROVING
1431,REG2020ME01431,3,2021,67.03,24.36,100.0,83.13,9.25,9.25,,,0,0,0,STABLE
1431,REG2020ME01431,4,2021,76.89,23.59,100.0,85.31,9.6,9.44,9.25,9.25,0,0,0,IMPROVING
1431,REG2020ME01431,5,2022,69.55,33.03,80.55,76.42,9.73,9.53,9.6,9.44,0,0,0,STABLE
1431,REG2020ME01431,6,2022,74.5,33.18,100.0,71.65,10.0,9.65,9.73,9.53,0,0,0,STABLE
1431,REG2020ME01431,7,2023,81.76,26.92,100.0,84.58,9.8,9.68,10.0,9.65,0,0,0,STABLE
1431,REG2020ME01431,8,2023,78.19,27.51,100.0,85.27,9.56,9.65,9.8,9.68,0,0,0,STABLE
1432,REG2021ECE01432,1,2021,49.23,33.47,100.0,44.96,8.75,8.75,,,0,0,0,STABLE
1432,REG2021ECE01432,2,2021,46.59,28.16,91.79,66.21,8.5,8.62,8.75,8.75,0,0,0,STABLE
1432,REG2021ECE01432,3,2022,50.65,27.63,97.51,61.69,8.89,8.69,8.5,8.62,0,0,0,IMPROVING
1432,REG2021ECE01432,4,2022,46.04,25.62,98.54,58.77,8.0,8.51,8.89,8.69,0,0,0,DECLINING
1432,REG2021ECE01432,5,2023,58.1,26.26,100.0,87.23,8.79,8.57,8.0,8.51,0,0,0,IMPROVING
1432,REG2021ECE01432,6,2023,42.45,36.38,96.53,63.54,9.27,8.68,8.79,8.57,0,0,0,IMPROVING
1432,REG2021ECE01432,7,2024,59.72,32.26,100.0,60.62,9.75,8.83,9.27,8.68,0,0,0,IMPROVING
1432,REG2021ECE01432,8,2024,40.0,31.47,96.83,64.07,9.0,8.86,9.75,8.83,0,0,0,DECLINING
1433,REG2022CE01433,1,2022,97.1,22.81,99.71,75.41,9.8,9.8,,,0,0,0,STABLE
1433,REG2022CE01433,2,2022,96.58,26.08,92.66,92.19,9.8,9.8,9.8,9.8,0,0,0,STABLE
1433,REG2022CE01433,3,2023,91.41,22.16,100.0,78.02,9.25,9.64,9.8,9.8,0,0,0,DECLINING
1433,REG2022CE01433,4,2023,84.63,21.74,96.6,89.65,9.09,9.53,9.25,9.64,0,0,0,STABLE
1433,REG2022CE01433,5,2024,87.07,21.0,100.0,70.2,9.25,9.48,9.09,9.53,0,0,0,STABLE
1433,REG2022CE01433,6,2024,100.0,30.8,97.24,76.44,9.79,9.53,9.25,9.48,0,0,0,IMPROVING
1433,REG2022CE01433,7,2025,86.38,32.9,86.58,92.96,9.67,9.55,9.79,9.53,0,0,0,STABLE
1433,REG2022CE01433,8,2025,97.32,23.43,97.4,83.48,10.0,9.6,9.67,9.55,0,0,0,IMPROVING
1434,REG2021ECE01434,1,2021,92.49,11.67,83.57,92.84,9.25,9.25,,,0,0,0,STABLE
1434,REG2021ECE01434,2,2021,97.42,16.77,78.66,87.67,8.64,8.92,9.25,9.25,0,0,0,DECLINING
1434,REG2021ECE01434,3,2022,81.32,15.48,75.93,80.34,8.89,8.91,8.64,8.92,0,0,0,STABLE
1434,REG2021ECE01434,4,2022,91.99,23.54,100.0,81.05,9.5,9.06,8.89,8.91,0,0,0,IMPROVING
1434,REG2021ECE01434,5,2023,81.87,14.42,83.41,70.64,8.0,8.82,9.5,9.06,0,0,0,DECLINING
1434,REG2021ECE01434,6,2023,86.61,14.67,93.16,81.42,8.36,8.75,8.0,8.82,0,0,0,IMPROVING
1434,REG2021ECE01434,7,2024,91.48,21.64,84.43,85.0,8.83,8.76,8.36,8.75,0,0,0,IMPROVING
1434,REG2021ECE01434,8,2024,89.25,17.77,84.13,71.61,8.62,8.74,8.83,8.76,0,0,0,STABLE
1435,REG2023ME01435,1,2023,85.05,16.02,89.38,69.73,8.53,8.53,,,0,0,0,STABLE
1435,REG2023ME01435,2,2023,68.55,26.45,89.06,50.11,8.86,8.69,8.53,8.53,0,0,0,IMPROVING
1435,REG2023ME01435,3,2024,77.06,12.31,78.83,74.75,8.5,8.63,8.86,8.69,0,0,0,DECLINING
1435,REG2023ME01435,4,2024,64.75,18.81,74.71,48.41,7.4,8.3,8.5,8.63,0,0,0,DECLINING
1435,REG2023ME01435,5,2025,74.29,16.05,76.83,46.44,8.18,8.28,7.4,8.3,0,0,1,IMPROVING
1435,REG2023ME01435,6,2025,67.44,22.3,96.65,67.6,8.43,8.31,8.18,8.28,0,0,0,STABLE
1435,REG2023ME01435,7,2026,63.14,14.25,87.06,75.14,7.1,8.18,8.43,8.31,0,0,0,DECLINING
1435,REG2023ME01435,8,2026,64.91,13.91,83.83,66.16,6.81,7.97,7.1,8.18,0,0,0,STABLE
1436,REG2020CE01436,1,2020,88.73,12.73,76.28,70.07,7.73,7.73,,,0,0,0,STABLE
1436,REG2020CE01436,2,2020,90.17,8.45,86.2,54.31,8.6,8.17,7.73,7.73,0,0,0,IMPROVING
1436,REG2020CE01436,3,2021,90.59,9.07,66.05,74.87,7.75,8.05,8.6,8.17,0,0,1,DECLINING
1436,REG2020CE01436,4,2021,85.01,13.18,75.89,77.95,7.91,8.02,7.75,8.05,0,0,0,STABLE
1436,REG2020CE01436,5,2022,85.04,19.26,97.02,70.53,8.0,8.02,7.91,8.02,0,0,0,STABLE
1436,REG2020CE01436,6,2022,95.46,4.42,74.32,61.38,7.29,7.89,8.0,8.02,0,0,0,DECLINING
1436,REG2020CE01436,7,2023,89.93,10.4,78.21,65.96,7.33,7.83,7.29,7.89,0,0,0,STABLE
1436,REG2020CE01436,8,2023,85.39,7.84,74.28,58.53,8.08,7.86,7.33,7.83,0,0,0,IMPROVING
1437,REG2023CE01437,1,2023,71.74,22.81,79.41,56.84,7.27,7.27,,,1,1,1,STABLE
1437,REG2023CE01437,2,2023,72.14,16.84,76.71,52.84,8.6,7.93,7.27,7.27,1,0,0,IMPROVING
1437,REG2023CE01437,3,2024,73.87,12.6,70.17,48.5,8.0,7.95,8.6,7.93,1,0,0,DECLINING
1437,REG2023CE01437,4,2024,80.66,16.34,67.78,61.43,8.73,8.11,8.0,7.95,1,0,0,IMPROVING
1437,REG2023CE01437,5,2025,55.44,18.59,86.38,65.36,7.25,7.95,8.73,8.11,1,0,0,DECLINING
1437,REG2023CE01437,6,2025,57.69,10.95,72.1,50.67,6.36,7.67,7.25,7.95,1,0,0,DECLINING
1437,REG2023CE01437,7,2026,64.03,13.8,64.45,50.08,7.0,7.6,6.36,7.67,1,0,1,IMPROVING
1437,REG2023CE01437,8,2026,68.21,16.92,75.61,60.18,8.08,7.66,7.0,7.6,1,0,0,IMPROVING
1438,REG2022ME01438,1,2022,72.25,17.18,84.27,90.46,8.53,8.53,,,0,0,0,STABLE
1438,REG2022ME01438,2,2022,75.49,13.55,82.04,73.94,9.64,9.07,8.53,8.53,0,0,0,IMPROVING
1438,REG2022ME01438,3,2023,82.9,22.14,82.71,98.15,10.0,9.34,9.64,9.07,0,0,0,IMPROVING
1438,REG2022ME01438,4,2023,79.57,24.97,85.74,73.93,9.0,9.25,10.0,9.34,0,0,0,DECLINING
1438,REG2022ME01438,5,2024,68.91,13.78,69.41,84.08,8.09,9.06,9.0,9.25,0,0,0,DECLINING
1438,REG2022ME01438,6,2024,75.19,16.63,84.07,97.73,9.64,9.16,8.09,9.06,0,0,0,IMPROVING
1438,REG2022ME01438,7,2025,82.82,19.04,85.63,91.47,9.8,9.23,9.64,9.16,0,0,0,STABLE
1438,REG2022ME01438,8,2025,80.87,17.26,70.14,71.9,10.0,9.35,9.8,9.23,0,0,0,STABLE
1439,REG2020CSE01439,1,2020,77.32,21.53,72.62,82.1,9.73,9.73,,,0,0,0,STABLE
1439,REG2020CSE01439,2,2020,71.9,16.45,60.91,67.33,9.36,9.52,9.73,9.73,0,0,0,DECLINING
1439,REG2020CSE01439,3,2021,74.29,14.71,68.44,65.13,8.18,9.11,9.36,9.52,0,0,0,DECLINING
1439,REG2020CSE01439,4,2021,91.89,20.21,64.62,96.29,8.4,8.9,8.18,9.11,0,0,1,STABLE
1439,REG2020CSE01439,5,2022,81.8,17.37,85.37,69.31,8.79,8.88,8.4,8.9,0,0,0,IMPROVING
1439,REG2020CSE01439,6,2022,80.18,11.24,67.93,73.94,8.36,8.78,8.79,8.88,0,0,0,DECLINING
1439,REG2020CSE01439,7,2023,76.55,13.59,69.44,93.46,8.88,8.79,8.36,8.78,0,0,0,IMPROVING
1439,REG2020CSE01439,8,2023,71.08,18.41,80.93,64.21,9.08,8.83,8.88,8.79,0,0,0,STABLE
1440,REG2020ECE01440,1,2020,72.45,13.52,77.82,86.86,8.25,8.25,,,0,0,0,STABLE
1440,REG2020ECE01440,2,2020,72.46,14.42,74.75,62.82,8.0,8.12,8.25,8.25,0,0,0,STABLE
1440,REG2020ECE01440,3,2021,69.02,17.36,62.61,70.02,8.33,8.17,8.0,8.12,0,0,0,IMPROVING
1440,REG2020ECE01440,4,2021,49.33,25.18,83.94,96.15,8.0,8.13,8.33,8.17,0,0,0,DECLINING
1440,REG2020ECE01440,5,2022,61.48,12.04,71.91,77.4,8.43,8.2,8.0,8.13,0,0,0,IMPROVING
1440,REG2020ECE01440,6,2022,70.83,10.93,67.2,80.28,9.18,8.35,8.43,8.2,0,0,0,IMPROVING
1440,REG2020ECE01440,7,2023,64.65,9.01,73.33,72.84,8.5,8.37,9.18,8.35,0,0,0,DECLINING
1440,REG2020ECE01440,8,2023,71.53,9.86,66.1,62.45,7.69,8.28,8.5,8.37,0,0,0,DECLINING
1441,REG2022CE01441,1,2022,77.12,21.64,91.32,72.61,6.8,6.8,,,1,1,1,STABLE
1441,REG2022CE01441,2,2022,92.98,25.04,96.2,89.3,9.27,8.03,6.8,6.8,1,0,0,IMPROVING
1441,REG2022CE01441,3,2023,98.97,20.02,97.11,73.06,8.25,8.1,9.27,8.03,1,0,0,DECLINING
1441,REG2022CE01441,4,2023,92.32,19.55,69.07,68.62,6.64,7.79,8.25,8.1,1,0,1,DECLINING
1441,REG2022CE01441,5,2024,100.0,16.58,85.14,64.6,7.75,7.78,6.64,7.79,1,0,0,IMPROVING
1441,REG2022CE01441,6,2024,95.21,19.18,85.92,83.93,7.79,7.78,7.75,7.78,1,0,0,STABLE
1441,REG2022CE01441,7,2025,100.0,13.41,97.55,65.8,9.33,7.94,7.79,7.78,1,0,0,IMPROVING
1441,REG2022CE01441,8,2025,100.0,17.59,86.6,70.68,9.08,8.08,9.33,7.94,1,0,0,STABLE
1442,REG2023EEE01442,1,2023,87.34,11.21,83.34,81.56,8.77,8.77,,,0,0,0,STABLE
1442,REG2023EEE01442,2,2023,69.25,13.95,77.47,73.42,9.57,9.19,8.77,8.77,0,0,0,IMPROVING
1442,REG2023EEE01442,3,2024,68.03,7.26,78.31,94.15,8.85,9.07,9.57,9.19,0,0,0,DECLINING
1442,REG2023EEE01442,4,2024,78.68,11.0,57.85,94.55,8.45,8.94,8.85,9.07,0,0,0,DECLINING
1442,REG2023EEE01442,5,2025,79.62,14.85,82.92,86.86,9.08,8.97,8.45,8.94,0,0,0,IMPROVING
1442,REG2023EEE01442,6,2025,79.92,16.57,71.68,85.92,9.0,8.97,9.08,8.97,0,0,0,STABLE
1442,REG2023EEE01442,7,2026,76.78,14.8,81.98,100.0,8.83,8.96,9.0,8.97,0,0,0,STABLE
1442,REG2023EEE01442,8,2026,76.61,15.79,66.57,79.48,8.93,8.95,8.83,8.96,0,0,0,STABLE
1443,REG2022CSE01443,1,2022,97.51,17.38,71.89,70.56,8.27,8.27,,,0,0,0,STABLE
1443,REG2022CSE01443,2,2022,98.56,15.14,76.61,61.23,8.43,8.36,8.27,8.27,0,0,0,STABLE
1443,REG2022CSE01443,3,2023,89.15,14.68,84.04,80.01,8.55,8.42,8.43,8.36,0,0,0,STABLE
1443,REG2022CSE01443,4,2023,92.62,18.96,75.9,55.23,9.2,8.65,8.55,8.42,0,0,0,IMPROVING
1443,REG2022CSE01443,5,2024,100.0,15.12,92.3,76.17,8.14,8.54,9.2,8.65,0,0,1,DECLINING
1443,REG2022CSE01443,6,2024,88.63,14.71,90.66,63.55,7.57,8.37,8.14,8.54,0,0,0,DECLINING
1443,REG2022CSE01443,7,2025,83.46,10.94,78.33,71.18,7.75,8.31,7.57,8.37,0,0,1,STABLE
1443,REG2022CSE01443,8,2025,95.17,19.65,72.49,90.57,8.23,8.3,7.75,8.31,0,0,0,IMPROVING
1444,REG2020CE01444,1,2020,90.77,11.01,79.98,53.51,6.47,6.47,,,0,0,2,STABLE
1444,REG2020CE01444,2,2020,91.38,9.19,76.14,44.81,6.0,6.23,6.47,6.47,0,0,2,DECLINING
1444,REG2020CE01444,3,2021,95.35,4.15,63.72,42.74,6.0,6.17,6.0,6.23,0,0,4,STABLE
1444,REG2020CE01444,4,2021,87.24,10.8,70.0,44.37,6.09,6.15,6.0,6.17,1,1,3,STABLE
1444,REG2020CE01444,5,2022,93.41,15.97,78.01,72.26,3.5,5.66,6.09,6.15,3,2,2,DECLINING
1444,REG2020CE01444,6,2022,86.88,5.0,71.68,45.46,5.5,5.63,3.5,5.66,3,0,4,IMPROVING
1444,REG2020CE01444,7,2023,93.72,7.69,64.95,52.84,5.67,5.64,5.5,5.63,3,0,3,STABLE
1444,REG2020CE01444,8,2023,86.17,16.11,60.7,47.42,6.92,5.79,5.67,5.64,3,0,0,IMPROVING
1445,REG2023ME01445,1,2023,73.12,27.62,100.0,85.68,9.67,9.67,,,0,0,0,STABLE
1445,REG2023ME01445,2,2023,82.83,35.59,100.0,94.49,9.79,9.72,9.67,9.67,0,0,0,STABLE
1445,REG2023ME01445,3,2024,74.79,26.7,100.0,82.01,10.0,9.8,9.79,9.72,0,0,0,STABLE
1445,REG2023ME01445,4,2024,82.17,34.02,100.0,80.58,10.0,9.86,10.0,9.8,0,0,0,STABLE
1445,REG2023ME01445,5,2025,82.12,28.06,100.0,100.0,9.73,9.84,10.0,9.86,0,0,0,STABLE
1445,REG2023ME01445,6,2025,86.54,34.27,98.83,74.96,9.79,9.83,9.73,9.84,0,0,0,STABLE
1445,REG2023ME01445,7,2026,86.72,25.68,100.0,79.12,9.1,9.75,9.79,9.83,0,0,0,DECLINING
1445,REG2023ME01445,8,2026,78.6,31.45,100.0,81.4,10.0,9.79,9.1,9.75,0,0,0,IMPROVING
1446,REG2022ECE01446,1,2022,69.52,14.17,70.49,56.86,8.5,8.5,,,0,0,0,STABLE
1446,REG2022ECE01446,2,2022,79.01,17.17,57.58,63.42,8.79,8.65,8.5,8.5,0,0,0,STABLE
1446,REG2022ECE01446,3,2023,73.66,16.08,65.92,57.2,8.78,8.69,8.79,8.65,0,0,0,STABLE
1446,REG2022ECE01446,4,2023,65.23,13.93,86.28,64.72,7.0,8.26,8.78,8.69,0,0,0,DECLINING
1446,REG2022ECE01446,5,2024,70.56,10.34,78.14,68.0,5.93,7.72,7.0,8.26,1,1,2,DECLINING
1446,REG2022ECE01446,6,2024,75.19,16.67,79.59,80.98,7.82,7.74,5.93,7.72,1,0,0,IMPROVING
1446,REG2022ECE01446,7,2025,69.84,10.78,82.17,75.38,8.08,7.79,7.82,7.74,1,0,0,STABLE
1446,REG2022ECE01446,8,2025,69.33,15.2,67.16,61.86,8.77,7.92,8.08,7.79,1,0,0,IMPROVING
1447,REG2023EEE01447,1,2023,79.19,6.86,54.26,68.72,7.92,7.92,,,0,0,0,STABLE
1447,REG2023EEE01447,2,2023,77.6,7.53,57.9,66.66,8.36,8.15,7.92,7.92,0,0,0,IMPROVING
1447,REG2023EEE01447,3,2024,82.63,12.56,75.67,79.73,8.38,8.22,8.36,8.15,0,0,0,STABLE
1447,REG2023EEE01447,4,2024,78.36,14.23,75.11,73.8,7.91,8.16,8.38,8.22,0,0,0,DECLINING
1447,REG2023EEE01447,5,2025,84.7,2.89,69.64,88.19,8.23,8.17,7.91,8.16,0,0,0,IMPROVING
1447,REG2023EEE01447,6,2025,70.93,6.49,59.63,73.79,7.92,8.13,8.23,8.17,0,0,0,DECLINING
1447,REG2023EEE01447,7,2026,77.79,7.02,56.97,82.68,8.25,8.15,7.92,8.13,0,0,0,IMPROVING
1447,REG2023EEE01447,8,2026,79.81,9.4,62.26,55.39,8.73,8.23,8.25,8.15,0,0,0,IMPROVING
1448,REG2022EEE01448,1,2022,79.48,17.23,74.65,69.87,9.46,9.46,,,0,0,0,STABLE
1448,REG2022EEE01448,2,2022,77.2,13.17,68.69,83.6,9.57,9.52,9.46,9.46,0,0,0,STABLE
1448,REG2022EEE01448,3,2023,73.32,4.93,80.83,90.05,8.08,9.05,9.57,9.52,0,0,0,DECLINING
1448,REG2022EEE01448,4,2023,95.45,2.35,70.96,100.0,9.73,9.2,8.08,9.05,0,0,0,IMPROVING
1448,REG2022EEE01448,5,2024,76.51,6.49,67.79,92.08,9.0,9.16,9.73,9.2,0,0,0,DECLINING
1448,REG2022EEE01448,6,2024,88.8,13.67,73.29,100.0,9.69,9.25,9.0,9.16,0,0,0,IMPROVING
1448,REG2022EEE01448,7,2025,92.44,10.05,71.82,100.0,9.33,9.26,9.69,9.25,0,0,0,DECLINING
1448,REG2022EEE01448,8,2025,79.75,9.35,83.22,90.73,9.47,9.29,9.33,9.26,0,0,0,STABLE
1449,REG2020CSE01449,1,2020,67.84,18.35,87.6,100.0,10.0,10.0,,,0,0,0,STABLE
1449,REG2020CSE01449,2,2020,70.76,15.98,85.22,100.0,9.86,9.92,10.0,10.0,0,0,0,STABLE
1449,REG2020CSE01449,3,2021,65.99,21.25,92.33,100.0,10.0,9.94,9.86,9.92,0,0,0,STABLE
1449,REG2020CSE01449,4,2021,57.74,13.23,85.36,100.0,10.0,9.96,10.0,9.94,0,0,0,STABLE
1449,REG2020CSE01449,5,2022,56.17,21.97,73.04,100.0,9.79,9.92,10.0,9.96,0,0,0,STABLE
1449,REG2020CSE01449,6,2022,68.18,20.82,75.94,100.0,10.0,9.94,9.79,9.92,0,0,0,STABLE
1449,REG2020CSE01449,7,2023,70.93,17.35,87.8,100.0,9.62,9.91,10.0,9.94,0,0,0,DECLINING
1449,REG2020CSE01449,8,2023,64.74,21.23,85.96,100.0,9.54,9.86,9.62,9.91,0,0,0,STABLE
1450,REG2020CSE01450,1,2020,76.26,15.57,86.75,58.81,6.82,6.82,,,1,1,2,STABLE
1450,REG2020CSE01450,2,2020,68.26,17.17,80.6,43.4,6.21,6.48,6.82,6.82,1,0,3,DECLINING
1450,REG2020CSE01450,3,2021,74.54,13.61,86.41,43.94,7.0,6.64,6.21,6.48,1,0,0,IMPROVING
1450,REG2020CSE01450,4,2021,66.25,22.88,86.22,44.63,6.4,6.57,7.0,6.64,1,0,2,DECLINING
1450,REG2020CSE01450,5,2022,71.02,20.62,79.92,54.52,5.21,6.28,6.4,6.57,2,1,1,DECLINING
1450,REG2020CSE01450,6,2022,78.15,22.19,87.76,49.34,7.14,6.43,5.21,6.28,2,0,1,IMPROVING
1450,REG2020CSE01450,7,2023,71.07,21.78,93.08,46.01,7.62,6.54,7.14,6.43,2,0,0,IMPROVING
1450,REG2020CSE01450,8,2023,76.95,13.87,85.99,48.96,7.23,6.63,7.62,6.54,2,0,0,DECLINING
1451,REG2021ME01451,1,2021,82.2,20.6,90.5,75.4,8.47,8.47,,,0,0,0,STABLE
1451,REG2021ME01451,2,2021,87.15,19.44,88.62,77.57,9.21,8.83,8.47,8.47,0,0,0,IMPROVING
1451,REG2021ME01451,3,2022,85.44,21.39,68.59,71.52,9.33,8.98,9.21,8.83,0,0,0,STABLE
1451,REG2021ME01451,4,2022,77.08,20.71,76.81,67.56,9.0,8.98,9.33,8.98,0,0,0,DECLINING
1451,REG2021ME01451,5,2023,83.66,19.24,75.33,75.81,8.55,8.91,9.0,8.98,0,0,0,DECLINING
1451,REG2021ME01451,6,2023,90.01,8.51,71.18,92.99,8.71,8.88,8.55,8.91,0,0,0,STABLE
1451,REG2021ME01451,7,2024,89.08,16.55,94.97,64.27,8.7,8.86,8.71,8.88,0,0,0,STABLE
1451,REG2021ME01451,8,2024,77.49,17.33,78.77,75.2,8.81,8.85,8.7,8.86,0,0,0,STABLE
1452,REG2021CE01452,1,2021,96.57,25.3,94.43,72.8,9.07,9.07,,,0,0,0,STABLE
1452,REG2021CE01452,2,2021,84.51,21.14,70.38,61.86,9.07,9.07,9.07,9.07,0,0,0,STABLE
1452,REG2021CE01452,3,2022,77.68,20.01,79.51,69.39,8.25,8.83,9.07,9.07,0,0,0,DECLINING
1452,REG2021CE01452,4,2022,80.93,21.73,90.49,74.76,8.0,8.66,8.25,8.83,0,0,0,STABLE
1452,REG2021CE01452,5,2023,100.0,19.88,87.29,76.0,9.0,8.72,8.0,8.66,0,0,0,IMPROVING
1452,REG2021CE01452,6,2023,69.42,27.81,76.82,45.78,8.07,8.61,9.0,8.72,0,0,0,DECLINING
1452,REG2021CE01452,7,2024,86.56,12.71,89.94,73.93,8.0,8.55,8.07,8.61,0,0,0,STABLE
1452,REG2021CE01452,8,2024,85.3,17.64,74.98,59.36,8.0,8.48,8.0,8.55,0,0,0,STABLE
1453,REG2023EEE01453,1,2023,66.97,26.16,100.0,58.9,7.85,7.85,,,0,0,0,STABLE
1453,REG2023EEE01453,2,2023,78.84,23.12,100.0,52.97,9.0,8.44,7.85,7.85,0,0,0,IMPROVING
1453,REG2023EEE01453,3,2024,64.3,30.23,92.48,67.38,7.62,8.18,9.0,8.44,0,0,0,DECLINING
1453,REG2023EEE01453,4,2024,71.14,17.43,90.32,47.5,7.73,8.08,7.62,8.18,0,0,0,STABLE
1453,REG2023EEE01453,5,2025,78.78,35.04,95.61,56.13,7.46,7.95,7.73,8.08,0,0,0,STABLE
1453,REG2023EEE01453,6,2025,78.87,26.53,100.0,61.71,8.08,7.97,7.46,7.95,0,0,0,IMPROVING
1453,REG2023EEE01453,7,2026,84.41,27.03,100.0,53.21,7.33,7.89,8.08,7.97,0,0,0,DECLINING
1453,REG2023EEE01453,8,2026,86.04,31.31,86.16,42.4,9.13,8.07,7.33,7.89,0,0,0,IMPROVING
1454,REG2021EEE01454,1,2021,71.21,18.16,91.42,77.17,9.38,9.38,,,0,0,0,STABLE
1454,REG2021EEE01454,2,2021,86.28,26.62,85.15,95.61,10.0,9.7,9.38,9.38,0,0,0,IMPROVING
1454,REG2021EEE01454,3,2022,79.81,23.09,85.88,100.0,10.0,9.8,10.0,9.7,0,0,0,STABLE
1454,REG2021EEE01454,4,2022,89.81,22.42,100.0,100.0,9.45,9.73,10.0,9.8,0,0,0,DECLINING
1454,REG2021EEE01454,5,2023,87.61,20.9,96.21,100.0,9.77,9.73,9.45,9.73,0,0,0,IMPROVING
1454,REG2021EEE01454,6,2023,72.12,12.89,88.22,98.29,9.54,9.7,9.77,9.73,0,0,0,STABLE
1454,REG2021EEE01454,7,2024,93.96,19.98,87.73,96.62,9.75,9.71,9.54,9.7,0,0,0,STABLE
1454,REG2021EEE01454,8,2024,85.01,19.92,85.66,85.24,10.0,9.75,9.75,9.71,0,0,0,STABLE
1455,REG2021ECE01455,3,2022,74.23,2.71,67.04,57.31,7.33,7.33,,,0,0,0,STABLE
1455,REG2021ECE01455,4,2022,70.34,9.58,60.17,81.92,7.0,7.14,7.33,7.33,0,0,0,DECLINING
