student_id,course_code,branch,semester,course_credits,CA_mark,MID_mark,attendance_percentage,study_hours_per_week,assignment_completion_pct,previous_sgpa,previous_cgpa,backlog_count,TARGET_PASS_FAIL
2987,EEE305,EEE,3,2,,,83.54,17.1,94.26,7.86,8.26,0,1
2987,EEE401,EEE,4,3,41.12,26.61,99.8,15.14,76.81,7.77,8.1,0,1
2987,EEE402,EEE,4,2,,,99.8,15.14,76.81,7.77,8.1,0,1
2987,EEE403,EEE,4,3,37.68,39.79,99.8,15.14,76.81,7.77,8.1,1,0
2987,EEE405,EEE,4,3,32.12,30.37,99.8,15.14,76.81,7.77,8.1,1,1
2987,EEE501,EEE,5,3,32.54,33.0,84.64,17.7,89.12,5.55,7.55,1,1
2987,EEE502,EEE,5,3,36.83,40.57,84.64,17.7,89.12,5.55,7.55,1,1
2987,EEE504,EEE,5,4,,,84.64,17.7,89.12,5.55,7.55,1,1
2987,EEE505,EEE,5,3,40.07,39.87,84.64,17.7,89.12,5.55,7.55,1,1
2987,EEE601,EEE,6,2,,,88.91,22.14,74.71,7.54,7.55,1,1
2987,EEE602,EEE,6,2,,,88.91,22.14,74.71,7.54,7.55,1,1
2987,EEE603,EEE,6,3,42.02,40.53,88.91,22.14,74.71,7.54,7.55,1,1
2987,EEE604,EEE,6,3,33.15,32.85,88.91,22.14,74.71,7.54,7.55,1,1
2987,EEE605,EEE,6,3,40.0,40.38,88.91,22.14,74.71,7.54,7.55,1,1
2987,EEE701,EEE,7,3,37.65,35.7,81.67,9.61,81.79,8.31,7.68,1,1
2987,EEE702,EEE,7,4,,,81.67,9.61,81.79,8.31,7.68,1,1
2987,EEE704,EEE,7,2,,,81.67,9.61,81.79,8.31,7.68,1,1
2987,EEE705,EEE,7,3,37.54,,81.67,9.61,81.79,8.31,7.68,1,1
2987,EEE801,EEE,8,3,35.3,30.63,81.81,9.73,84.4,7.83,7.7,1,1
2987,EEE802,EEE,8,2,,,81.81,9.73,84.4,7.83,7.7,1,1
2987,EEE803,EEE,8,4,,,81.81,9.73,84.4,7.83,7.7,1,1
2987,EEE804,EEE,8,4,,,81.81,9.73,84.4,7.83,7.7,1,1
2987,EEE805,EEE,8,2,,,81.81,9.73,84.4,7.83,7.7,1,1
2988,ECE302,ECE,3,2,,,66.42,16.81,81.98,,,0,1
2988,ECE304,ECE,3,4,,,66.42,16.81,81.98,,,0,1
2988,ECE305,ECE,3,3,44.57,46.18,66.42,16.81,81.98,,,0,1
2988,ECE402,ECE,4,3,35.39,32.32,47.38,15.89,77.63,8.33,8.33,0,1
2988,ECE403,ECE,4,3,36.37,37.65,47.38,15.89,77.63,8.33,8.33,0,1
2988,ECE404,ECE,4,3,48.39,48.23,47.38,15.89,77.63,8.33,8.33,0,1
2988,ECE405,ECE,4,3,40.25,43.9,47.38,15.89,77.63,8.33,8.33,0,1
2988,ECE501,ECE,5,3,41.92,45.06,67.66,16.26,78.29,8.75,8.57,0,1
2988,ECE502,ECE,5,3,40.11,44.18,67.66,16.26,78.29,8.75,8.57,0,1
2988,ECE503,ECE,5,2,,,67.66,16.26,78.29,8.75,8.57,0,1
2988,ECE504,ECE,5,3,45.47,43.74,67.66,16.26,78.29,8.75,8.57,0,1
2988,ECE505,ECE,5,3,42.75,38.29,67.66,16.26,78.29,8.75,8.57,0,1
2988,ECE601,ECE,6,3,40.46,,60.85,19.78,82.86,9.21,8.83,0,1
2988,ECE602,ECE,6,3,49.96,50.0,60.85,19.78,82.86,9.21,8.83,0,1
2988,ECE603,ECE,6,2,,,60.85,19.78,82.86,9.21,8.83,0,1
2988,ECE604,ECE,6,3,44.69,40.45,60.85,19.78,82.86,9.21,8.83,0,1
2988,ECE701,ECE,7,2,,,63.35,16.33,72.17,9.18,8.91,0,1
2988,ECE702,ECE,7,3,49.97,50.0,63.35,16.33,72.17,9.18,8.91,0,1
2988,ECE703,ECE,7,3,42.11,44.1,63.35,16.33,72.17,9.18,8.91,0,1
2988,ECE704,ECE,7,2,,,63.35,16.33,72.17,9.18,8.91,0,1
2988,ECE705,ECE,7,2,,,63.35,16.33,72.17,9.18,8.91,0,1
2988,ECE801,ECE,8,2,,,63.11,18.77,82.0,9.25,8.98,0,1
2988,ECE802,ECE,8,2,,,63.11,18.77,82.0,9.25,8.98,0,1
2988,ECE803,ECE,8,3,30.79,31.87,63.11,18.77,82.0,9.25,8.98,0,1
2988,ECE804,ECE,8,3,43.49,42.93,63.11,18.77,82.0,9.25,8.98,0,1
2988,ECE805,ECE,8,3,46.08,50.0,63.11,18.77,82.0,9.25,8.98,0,1
2989,CE101,CE,1,2,,,94.24,7.08,64.56,,,0,1
2989,CE102,CE,1,4,,,94.24,7.08,64.56,,,0,1
2989,CE103,CE,1,3,32.86,35.71,94.24,7.08,64.56,,,0,1
2989,CE104,CE,1,3,39.33,35.21,94.24,7.08,64.56,,,0,1
2989,CE105,CE,1,3,25.01,29.31,94.24,7.08,64.56,,,0,1
2989,CE201,CE,2,3,32.36,23.61,83.33,11.09,80.28,7.47,7.47,0,1
2989,CE202,CE,2,2,,,83.33,11.09,80.28,7.47,7.47,0,1
2989,CE203,CE,2,4,,,83.33,11.09,80.28,7.47,7.47,0,1
2989,CE204,CE,2,3,23.74,24.08,83.33,11.09,80.28,7.47,7.47,0,1
2989,CE205,CE,2,3,23.42,27.23,83.33,11.09,80.28,7.47,7.47,0,1
2989,CE301,CE,3,3,28.7,31.55,84.26,13.05,83.68,6.0,6.73,0,1
2989,CE302,CE,3,3,28.87,31.46,84.26,13.05,83.68,6.0,6.73,0,1
2989,CE303,CE,3,3,36.95,35.75,84.26,13.05,83.68,6.0,6.73,0,1
2989,CE304,CE,3,3,28.45,29.99,84.26,13.05,83.68,6.0,6.73,0,1
2989,CE401,CE,4,3,30.27,34.44,87.21,6.48,63.2,7.0,6.81,0,1
2989,CE402,CE,4,3,25.14,,87.21,6.48,63.2,7.0,6.81,0,1
2989,CE403,CE,4,2,,,87.21,6.48,63.2,7.0,6.81,0,1
2989,CE404,CE,4,3,20.97,27.47,87.21,6.48,63.2,7.0,6.81,0,1
2989,CE502,CE,5,3,23.08,21.88,75.42,17.1,60.24,6.18,6.68,0,1
2989,CE503,CE,5,3,31.49,30.47,75.42,17.1,60.24,6.18,6.68,0,1
2989,CE504,CE,5,3,20.43,22.5,75.42,17.1,60.24,6.18,6.68,0,1
2989,CE505,CE,5,3,27.26,28.9,75.42,17.1,60.24,6.18,6.68,0,1
2989,CE601,CE,6,3,32.52,36.3,77.38,11.53,73.0,6.0,6.55,0,1
2989,CE602,CE,6,2,,,77.38,11.53,73.0,6.0,6.55,0,1
2989,CE603,CE,6,3,25.55,30.3,77.38,11.53,73.0,6.0,6.55,0,1
2989,CE604,CE,6,3,31.03,33.44,77.38,11.53,73.0,6.0,6.55,0,1
2989,CE605,CE,6,3,17.72,25.51,77.38,11.53,73.0,6.0,6.55,0,1
2989,CE702,CE,7,3,33.03,32.56,75.94,7.99,64.45,6.29,6.51,0,1
2989,CE703,CE,7,3,38.97,28.63,75.94,7.99,64.45,6.29,6.51,0,1
2989,CE704,CE,7,3,25.63,25.72,75.94,7.99,64.45,6.29,6.51,0,1
2989,CE801,CE,8,3,29.12,27.27,86.8,6.27,74.58,6.67,6.52,0,1
2989,CE802,CE,8,2,,,86.8,6.27,74.58,6.67,6.52,0,1
2989,CE803,CE,8,2,,,86.8,6.27,74.58,6.67,6.52,0,1
2989,CE804,CE,8,3,17.91,24.86,86.8,6.27,74.58,6.67,6.52,0,1
2989,CE805,CE,8,2,,,86.8,6.27,74.58,6.67,6.52,0,1
2990,CSE101,CSE,1,3,50.0,50.0,91.82,25.58,97.73,,,0,1
2990,CSE103,CSE,1,2,,,91.82,25.58,97.73,,,0,1
2990,CSE104,CSE,1,3,48.43,50.0,91.82,25.58,97.73,,,0,1
2990,CSE105,CSE,1,3,50.0,49.96,91.82,25.58,97.73,,,0,1
2990,CSE201,CSE,2,3,50.0,46.72,77.25,29.65,100.0,10.0,10.0,0,1
2990,CSE202,CSE,2,3,50.0,48.2,77.25,29.65,100.0,10.0,10.0,0,1
2990,CSE203,CSE,2,4,,,77.25,29.65,100.0,10.0,10.0,0,1
2990,CSE204,CSE,2,2,,,77.25,29.65,100.0,10.0,10.0,0,1
2990,CSE205,CSE,2,2,,,77.25,29.65,100.0,10.0,10.0,0,1
2990,CSE301,CSE,3,3,45.53,50.0,71.43,34.99,100.0,10.0,10.0,0,1
2990,CSE303,CSE,3,2,,,71.43,34.99,100.0,10.0,10.0,0,1
2990,CSE304,CSE,3,3,47.89,50.0,71.43,34.99,100.0,10.0,10.0,0,1
2990,CSE305,CSE,3,3,47.65,49.45,71.43,34.99,100.0,10.0,10.0,0,1
2990,CSE401,CSE,4,3,48.47,46.67,71.35,29.18,100.0,10.0,10.0,0,1
2990,CSE402,CSE,4,3,50.0,50.0,71.35,29.18,100.0,10.0,10.0,0,1
2990,CSE403,CSE,4,3,48.28,50.0,71.35,29.18,100.0,10.0,10.0,0,1
2990,CSE404,CSE,4,3,46.55,41.6,71.35,29.18,100.0,10.0,10.0,0,1
2990,CSE405,CSE,4,3,44.79,50.0,71.35,29.18,100.0,10.0,10.0,0,1
2990,CSE501,CSE,5,2,,,74.54,30.37,100.0,9.0,9.71,0,1
2990,CSE502,CSE,5,3,49.92,49.28,74.54,30.37,100.0,9.0,9.71,0,1
2990,CSE503,CSE,5,3,50.0,47.54,74.54,30.37,100.0,9.0,9.71,0,1
2990,CSE504,CSE,5,3,48.06,46.24,74.54,30.37,100.0,9.0,9.71,0,1
2990,CSE505,CSE,5,3,47.94,50.0,74.54,30.37,100.0,9.0,9.71,0,1
2990,CSE601,CSE,6,2,,,73.94,36.68,100.0,10.0,9.77,0,1
2990,CSE602,CSE,6,3,45.64,45.42,73.94,36.68,100.0,10.0,9.77,0,1
2990,CSE603,CSE,6,3,49.41,48.36,73.94,36.68,100.0,10.0,9.77,0,1
2990,CSE604,CSE,6,3,46.74,45.41,73.94,36.68,100.0,10.0,9.77,0,1
2990,CSE605,CSE,6,3,50.0,,73.94,36.68,100.0,10.0,9.77,0,1
2990,CSE701,CSE,7,2,,,91.58,37.02,100.0,9.57,9.73,0,1
2990,CSE702,CSE,7,3,47.99,44.39,91.58,37.02,100.0,9.57,9.73,0,1
2990,CSE703,CSE,7,3,49.68,49.34,91.58,37.02,100.0,9.57,9.73,0,1
2990,CSE801,CSE,8,2,,,84.43,36.08,100.0,10.0,9.76,0,1
2990,CSE802,CSE,8,3,50.0,50.0,84.43,36.08,100.0,10.0,9.76,0,1
2990,CSE803,CSE,8,3,49.18,50.0,84.43,36.08,100.0,10.0,9.76,0,1
2990,CSE804,CSE,8,2,,,84.43,36.08,100.0,10.0,9.76,0,1
2990,CSE805,CSE,8,3,46.5,50.0,84.43,36.08,100.0,10.0,9.76,0,1
2991,EEE101,EEE,1,3,37.77,36.59,76.7,18.63,90.15,,,0,1
2991,EEE102,EEE,1,2,,,76.7,18.63,90.15,,,0,1
2991,EEE103,EEE,1,2,,,76.7,18.63,90.15,,,0,1
2991,EEE104,EEE,1,3,34.07,33.96,76.7,18.63,90.15,,,0,1
2991,EEE105,EEE,1,3,37.45,36.88,76.7,18.63,90.15,,,0,1
2991,EEE201,EEE,2,2,,,66.0,18.38,95.6,7.69,7.69,0,1
2991,EEE202,EEE,2,3,33.9,29.91,66.0,18.38,95.6,7.69,7.69,0,1
2991,EEE203,EEE,2,3,32.72,34.69,66.0,18.38,95.6,7.69,7.69,0,1
2991,EEE204,EEE,2,3,30.25,35.87,66.0,18.38,95.6,7.69,7.69,0,1
2991,EEE205,EEE,2,3,36.5,38.12,66.0,18.38,95.6,7.69,7.69,0,1
2991,EEE301,EEE,3,2,,,64.43,20.64,75.2,7.57,7.63,0,1
2991,EEE302,EEE,3,3,29.14,25.98,64.43,20.64,75.2,7.57,7.63,0,1
2991,EEE303,EEE,3,3,45.87,40.49,64.43,20.64,75.2,7.57,7.63,0,1
2991,EEE304,EEE,3,3,39.62,33.07,64.43,20.64,75.2,7.57,7.63,0,1
2991,EEE305,EEE,3,2,,,64.43,20.64,75.2,7.57,7.63,0,1
2991,EEE401,EEE,4,3,40.61,38.96,67.77,21.71,84.27,8.23,7.83,0,1
2991,EEE402,EEE,4,2,,,67.77,21.71,84.27,8.23,7.83,0,1
2991,EEE403,EEE,4,3,,31.39,67.77,21.71,84.27,8.23,7.83,0,1
2991,EEE405,EEE,4,3,40.36,37.34,67.77,21.71,84.27,8.23,7.83,0,1
2991,EEE501,EEE,5,3,32.82,29.28,66.17,17.8,82.89,7.45,7.75,0,1
2991,EEE502,EEE,5,3,31.66,43.53,66.17,17.8,82.89,7.45,7.75,0,1
2991,EEE504,EEE,5,4,,,66.17,17.8,82.89,7.45,7.75,0,1
2991,EEE505,EEE,5,3,32.27,42.13,66.17,17.8,82.89,7.45,7.75,0,1
2991,EEE601,EEE,6,2,,,79.26,11.28,89.29,6.92,7.58,0,1
2991,EEE602,EEE,6,2,,,79.26,11.28,89.29,6.92,7.58,0,1
2991,EEE603,EEE,6,3,38.15,44.35,79.26,11.28,89.29,6.92,7.58,0,1
2991,EEE604,EEE,6,3,27.21,27.96,79.26,11.28,89.29,6.92,7.58,0,1
2991,EEE605,EEE,6,3,35.66,36.85,79.26,11.28,89.29,6.92,7.58,0,1
2991,EEE701,EEE,7,3,38.92,35.93,74.23,25.29,83.93,7.69,7.6,0,1
2991,EEE702,EEE,7,4,,,74.23,25.29,83.93,7.69,7.6,0,1
2991,EEE704,EEE,7,2,,,74.23,25.29,83.93,7.69,7.6,0,1
2991,EEE705,EEE,7,3,29.43,29.91,74.23,25.29,83.93,7.69,7.6,0,1
2991,EEE801,EEE,8,3,28.46,26.98,66.41,18.62,82.6,7.83,7.63,0,1
2991,EEE802,EEE,8,2,,,66.41,18.62,82.6,7.83,7.63,0,1
2991,EEE803,EEE,8,4,,,66.41,18.62,82.6,7.83,7.63,0,1
2991,EEE804,EEE,8,4,,,66.41,18.62,82.6,7.83,7.63,0,1
2991,EEE805,EEE,8,2,,,66.41,18.62,82.6,7.83,7.63,0,1
2992,CSE301,CSE,3,3,44.01,43.29,63.9,21.4,84.82,,,0,1
2992,CSE303,CSE,3,2,,,63.9,21.4,84.82,,,0,1
2992,CSE304,CSE,3,3,44.27,49.07,63.9,21.4,84.82,,,0,1
2992,CSE305,CSE,3,3,42.1,45.13,63.9,21.4,84.82,,,0,1
2992,CSE401,CSE,4,3,44.95,45.21,64.24,26.15,92.32,9.73,9.73,0,1
2992,CSE402,CSE,4,3,50.0,42.85,64.24,26.15,92.32,9.73,9.73,0,1
2992,CSE403,CSE,4,3,50.0,47.24,64.24,26.15,92.32,9.73,9.73,0,1
2992,CSE404,CSE,4,3,48.49,45.16,64.24,26.15,92.32,9.73,9.73,0,1
2992,CSE405,CSE,4,3,42.13,47.18,64.24,26.15,92.32,9.73,9.73,0,1
2992,CSE501,CSE,5,2,,,62.51,21.52,91.55,9.8,9.77,0,1
2992,CSE502,CSE,5,3,48.41,45.32,62.51,21.52,91.55,9.8,9.77,0,1
2992,CSE503,CSE,5,3,44.88,41.41,62.51,21.52,91.55,9.8,9.77,0,1
2992,CSE504,CSE,5,3,42.13,,62.51,21.52,91.55,9.8,9.77,0,1
2992,CSE505,CSE,5,3,50.0,41.09,62.51,21.52,91.55,9.8,9.77,0,1
2992,CSE601,CSE,6,2,,,57.04,28.1,86.82,9.0,9.5,0,1
2992,CSE602,CSE,6,3,42.97,40.97,57.04,28.1,86.82,9.0,9.5,0,1
2992,CSE603,CSE,6,3,40.91,35.36,57.04,28.1,86.82,9.0,9.5,0,1
2992,CSE604,CSE,6,3,48.0,50.0,57.04,28.1,86.82,9.0,9.5,0,1
2992,CSE605,CSE,6,3,46.35,50.0,57.04,28.1,86.82,9.0,9.5,0,1
2992,CSE701,CSE,7,2,,,63.84,29.07,94.27,9.57,9.52,0,1
2992,CSE702,CSE,7,3,48.02,50.0,63.84,29.07,94.27,9.57,9.52,0,1
2992,CSE703,CSE,7,3,49.99,49.06,63.84,29.07,94.27,9.57,9.52,0,1
2992,CSE801,CSE,8,2,,,65.18,25.07,85.75,9.75,9.55,0,1
2992,CSE802,CSE,8,3,42.88,39.97,65.18,25.07,85.75,9.75,9.55,0,1
2992,CSE803,CSE,8,3,40.5,40.08,65.18,25.07,85.75,9.75,9.55,0,1
2992,CSE804,CSE,8,2,,,65.18,25.07,85.75,9.75,9.55,0,1
2992,CSE805,CSE,8,3,42.88,46.28,65.18,25.07,85.75,9.75,9.55,0,1
2993,ECE101,ECE,1,3,34.19,43.42,61.07,19.36,98.76,,,0,1
2993,ECE102,ECE,1,3,29.67,30.5,61.07,19.36,98.76,,,0,1
2993,ECE103,ECE,1,3,32.94,40.29,61.07,19.36,98.76,,,0,1
2993,ECE105,ECE,1,3,34.18,24.25,61.07,19.36,98.76,,,0,1
2993,ECE201,ECE,2,2,,,73.22,19.65,85.16,7.5,7.5,0,1
2993,ECE202,ECE,2,3,33.65,40.42,73.22,19.65,85.16,7.5,7.5,0,1
2993,ECE203,ECE,2,3,41.63,33.62,73.22,19.65,85.16,7.5,7.5,0,1
2993,ECE204,ECE,2,3,50.0,46.92,73.22,19.65,85.16,7.5,7.5,0,1
2993,ECE205,ECE,2,3,35.77,42.0,73.22,19.65,85.16,7.5,7.5,0,1
2993,ECE302,ECE,3,2,,,66.75,20.04,83.85,8.43,8.0,0,1
2993,ECE304,ECE,3,4,,,66.75,20.04,83.85,8.43,8.0,0,1
2993,ECE305,ECE,3,3,40.59,39.05,66.75,20.04,83.85,8.43,8.0,0,1
2993,ECE402,ECE,4,3,36.06,38.51,76.97,17.93,79.82,8.56,8.14,0,1
2993,ECE403,ECE,4,3,40.25,,76.97,17.93,79.82,8.56,8.14,0,1
2993,ECE404,ECE,4,3,41.2,40.52,76.97,17.93,79.82,8.56,8.14,0,1
2993,ECE405,ECE,4,3,41.05,39.23,76.97,17.93,79.82,8.56,8.14,0,1
2993,ECE501,ECE,5,3,35.93,34.18,63.36,17.23,90.16,8.0,8.11,0,1
2993,ECE502,ECE,5,3,42.5,33.04,63.36,17.23,90.16,8.0,8.11,0,1
2993,ECE503,ECE,5,2,,,63.36,17.23,90.16,8.0,8.11,0,1
2993,ECE504,ECE,5,3,47.95,41.68,63.36,17.23,90.16,8.0,8.11,0,1
2993,ECE505,ECE,5,3,42.48,35.82,63.36,17.23,90.16,8.0,8.11,0,1
2993,ECE601,ECE,6,3,36.86,27.97,66.47,22.44,84.35,8.07,8.1,0,1
2993,ECE602,ECE,6,3,35.56,38.67,66.47,22.44,84.35,8.07,8.1,0,1
2993,ECE603,ECE,6,2,,,66.47,22.44,84.35,8.07,8.1,0,1
2993,ECE604,ECE,6,3,38.4,38.86,66.47,22.44,84.35,8.07,8.1,0,1
2993,ECE701,ECE,7,2,,,83.35,15.23,97.64,7.91,8.07,0,1
2993,ECE702,ECE,7,3,41.51,44.36,83.35,15.23,97.64,7.91,8.07,0,1
2993,ECE703,ECE,7,3,34.98,34.36,83.35,15.23,97.64,7.91,8.07,0,1
2993,ECE704,ECE,7,2,,,83.35,15.23,97.64,7.91,8.07,0,1
2993,ECE705,ECE,7,2,,,83.35,15.23,97.64,7.91,8.07,0,1
2993,ECE801,ECE,8,2,,,62.95,19.2,92.73,8.58,8.14,0,1
2993,ECE802,ECE,8,2,,,62.95,19.2,92.73,8.58,8.14,0,1
2993,ECE803,ECE,8,3,29.55,32.22,62.95,19.2,92.73,8.58,8.14,0,1
2993,ECE804,ECE,8,3,34.02,27.32,62.95,19.2,92.73,8.58,8.14,0,1
2993,ECE805,ECE,8,3,34.52,29.73,62.95,19.2,92.73,8.58,8.14,0,1
2994,CSE101,CSE,1,3,42.57,41.61,78.8,14.29,69.45,,,0,1
2994,CSE103,CSE,1,2,,,78.8,14.29,69.45,,,0,1
2994,CSE104,CSE,1,3,28.25,32.91,78.8,14.29,69.45,,,0,1
2994,CSE105,CSE,1,3,31.78,36.82,78.8,14.29,69.45,,,0,1
2994,CSE201,CSE,2,3,47.26,42.91,78.5,10.07,79.06,7.55,7.55,0,1
2994,CSE202,CSE,2,3,32.57,28.48,78.5,10.07,79.06,7.55,7.55,0,1
2994,CSE203,CSE,2,4,,,78.5,10.07,79.06,7.55,7.55,0,1
2994,CSE204,CSE,2,2,,,78.5,10.07,79.06,7.55,7.55,0,1
2994,CSE205,CSE,2,2,,,78.5,10.07,79.06,7.55,7.55,0,1
2994,CSE301,CSE,3,3,34.28,30.9,78.78,14.89,87.85,8.29,7.96,0,1
2994,CSE303,CSE,3,2,,,78.78,14.89,87.85,8.29,7.96,0,1
2994,CSE304,CSE,3,3,30.81,33.83,78.78,14.89,87.85,8.29,7.96,0,1
2994,CSE305,CSE,3,3,36.55,36.9,78.78,14.89,87.85,8.29,7.96,0,1
2994,CSE401,CSE,4,3,47.88,36.54,81.04,16.79,79.0,7.27,7.75,0,1
2994,CSE402,CSE,4,3,30.33,27.26,81.04,16.79,79.0,7.27,7.75,0,1
2994,CSE403,CSE,4,3,39.14,42.61,81.04,16.79,79.0,7.27,7.75,0,1
2994,CSE404,CSE,4,3,39.74,39.68,81.04,16.79,79.0,7.27,7.75,0,1
2994,CSE405,CSE,4,3,37.5,34.05,81.04,16.79,79.0,7.27,7.75,0,1
2994,CSE501,CSE,5,2,,,80.8,13.01,81.43,8.2,7.88,0,1
2994,CSE502,CSE,5,3,39.75,36.64,80.8,13.01,81.43,8.2,7.88,0,1
2994,CSE503,CSE,5,3,35.3,35.56,80.8,13.01,81.43,8.2,7.88,0,1
2994,CSE504,CSE,5,3,36.81,28.43,80.8,13.01,81.43,8.2,7.88,0,1
2994,CSE505,CSE,5,3,34.35,30.81,80.8,13.01,81.43,8.2,7.88,0,1
2994,CSE601,CSE,6,2,,,88.12,19.79,80.84,7.86,7.88,0,1
2994,CSE602,CSE,6,3,35.43,37.4,88.12,19.79,80.84,7.86,7.88,0,1
2994,CSE603,CSE,6,3,36.35,37.85,88.12,19.79,80.84,7.86,7.88,0,1
2994,CSE604,CSE,6,3,48.04,41.35,88.12,19.79,80.84,7.86,7.88,0,1
2994,CSE605,CSE,6,3,36.19,33.56,88.12,19.79,80.84,7.86,7.88,0,1
2994,CSE701,CSE,7,2,,,72.42,17.69,64.73,8.29,7.95,0,1
2994,CSE702,CSE,7,3,37.74,38.46,72.42,17.69,64.73,8.29,7.95,0,1
2994,CSE703,CSE,7,3,38.84,,72.42,17.69,64.73,8.29,7.95,0,1
2994,CSE801,CSE,8,2,,,86.23,9.96,79.58,7.75,7.93,0,1
2994,CSE802,CSE,8,3,29.3,34.51,86.23,9.96,79.58,7.75,7.93,0,1
2994,CSE803,CSE,8,3,35.33,37.56,86.23,9.96,79.58,7.75,7.93,0,1
2994,CSE804,CSE,8,2,,,86.23,9.96,79.58,7.75,7.93,0,1
2994,CSE805,CSE,8,3,32.04,,86.23,9.96,79.58,7.75,7.93,0,1
2995,CE101,CE,1,2,,,80.45,13.39,69.16,,,0,1
2995,CE102,CE,1,4,,,80.45,13.39,69.16,,,0,1
2995,CE103,CE,1,3,41.33,34.53,80.45,13.39,69.16,,,0,1
2995,CE104,CE,1,3,33.23,33.7,80.45,13.39,69.16,,,0,1
2995,CE105,CE,1,3,35.6,38.27,80.45,13.39,69.16,,,0,1
2995,CE201,CE,2,3,31.14,34.24,74.11,7.78,58.49,8.07,8.07,0,1
2995,CE202,CE,2,2,,,74.11,7.78,58.49,8.07,8.07,0,1
2995,CE203,CE,2,4,,,74.11,7.78,58.49,8.07,8.07,0,1
2995,CE204,CE,2,3,36.16,39.02,74.11,7.78,58.49,8.07,8.07,0,1
2995,CE205,CE,2,3,24.38,28.24,74.11,7.78,58.49,8.07,8.07,0,1
2995,CE301,CE,3,3,33.12,35.17,66.94,6.54,92.97,7.27,7.67,0,1
2995,CE302,CE,3,3,33.67,37.19,66.94,6.54,92.97,7.27,7.67,0,1
2995,CE303,CE,3,3,19.9,23.95,66.94,6.54,92.97,7.27,7.67,0,1
2995,CE304,CE,3,3,32.56,36.75,66.94,6.54,92.97,7.27,7.67,0,1
2995,CE401,CE,4,3,31.04,29.12,80.83,7.5,69.21,7.0,7.48,0,1
2995,CE402,CE,4,3,37.83,35.26,80.83,7.5,69.21,7.0,7.48,0,1
2995,CE403,CE,4,2,,,80.83,7.5,69.21,7.0,7.48,0,1
2995,CE404,CE,4,3,42.99,39.28,80.83,7.5,69.21,7.0,7.48,0,1
2995,CE502,CE,5,3,45.36,36.85,79.36,10.3,77.44,7.45,7.47,0,1
2995,CE503,CE,5,3,31.75,27.14,79.36,10.3,77.44,7.45,7.47,0,1
2995,CE504,CE,5,3,38.91,40.44,79.36,10.3,77.44,7.45,7.47,0,1
2995,CE505,CE,5,3,36.96,36.99,79.36,10.3,77.44,7.45,7.47,0,1
2995,CE601,CE,6,3,32.15,25.91,73.18,21.68,64.54,7.5,7.48,0,1
2995,CE602,CE,6,2,,,73.18,21.68,64.54,7.5,7.48,0,1
2995,CE603,CE,6,3,44.14,49.94,73.18,21.68,64.54,7.5,7.48,0,1
2995,CE604,CE,6,3,39.69,37.9,73.18,21.68,64.54,7.5,7.48,0,1
2995,CE605,CE,6,3,40.77,40.0,73.18,21.68,64.54,7.5,7.48,0,1
2995,CE702,CE,7,3,34.09,35.04,68.9,9.27,65.65,8.14,7.59,0,1
2995,CE703,CE,7,3,,50.0,68.9,9.27,65.65,8.14,7.59,0,1
2995,CE704,CE,7,3,35.58,29.42,68.9,9.27,65.65,8.14,7.59,0,1
2995,CE801,CE,8,3,32.29,33.89,71.21,6.43,84.45,7.33,7.57,0,1
2995,CE802,CE,8,2,,,71.21,6.43,84.45,7.33,7.57,0,1
2995,CE803,CE,8,2,,,71.21,6.43,84.45,7.33,7.57,0,1
2995,CE804,CE,8,3,38.53,31.74,71.21,6.43,84.45,7.33,7.57,0,1
2995,CE805,CE,8,2,,,71.21,6.43,84.45,7.33,7.57,0,1
2996,ECE101,ECE,1,3,42.76,39.33,96.63,15.83,73.01,,,0,1
2996,ECE102,ECE,1,3,39.25,37.25,96.63,15.83,73.01,,,0,1
2996,ECE103,ECE,1,3,48.8,50.0,96.63,15.83,73.01,,,0,1
2996,ECE105,ECE,1,3,29.28,,96.63,15.83,73.01,,,0,1
2996,ECE201,ECE,2,2,,,91.65,4.52,75.91,7.5,7.5,0,1
2996,ECE202,ECE,2,3,32.06,30.7,91.65,4.52,75.91,7.5,7.5,0,1
2996,ECE203,ECE,2,3,32.82,30.28,91.65,4.52,75.91,7.5,7.5,0,1
2996,ECE204,ECE,2,3,32.47,27.81,91.65,4.52,75.91,7.5,7.5,0,1
2996,ECE205,ECE,2,3,30.17,27.04,91.65,4.52,75.91,7.5,7.5,0,1
2996,ECE302,ECE,3,2,,,60.2,10.75,76.98,6.57,7.0,0,1
2996,ECE304,ECE,3,4,,,60.2,10.75,76.98,6.57,7.0,0,1
2996,ECE305,ECE,3,3,34.87,32.08,60.2,10.75,76.98,6.57,7.0,0,1
2996,ECE402,ECE,4,3,28.3,28.02,80.37,13.37,87.02,7.78,7.2,0,1
2996,ECE403,ECE,4,3,36.83,37.97,80.37,13.37,87.02,7.78,7.2,0,1
2996,ECE404,ECE,4,3,27.67,25.66,80.37,13.37,87.02,7.78,7.2,0,1
2996,ECE405,ECE,4,3,42.17,45.33,80.37,13.37,87.02,7.78,7.2,0,1
2996,ECE501,ECE,5,3,25.72,36.01,84.27,11.11,76.52,7.5,7.28,0,1
2996,ECE502,ECE,5,3,33.7,36.82,84.27,11.11,76.52,7.5,7.28,0,1
2996,ECE503,ECE,5,2,,,84.27,11.11,76.52,7.5,7.28,0,1
